treatment_1,Acupuncture,Acupuncture + AD,Any AD,Any psychotherapy,Attention placebo,Behavioural therapies individual,Behavioural therapies individual + AD,Cognitive and cognitive behavioural therapies group,Cognitive and cognitive behavioural therapies group + AD,Cognitive and cognitive behavioural therapies individual,Cognitive and cognitive behavioural therapies individual + AD,Cognitive and cognitive behavioural therapies individual + placebo,Counselling individual,Counselling individual + AD,Counselling individual + placebo,Exercise group,Exercise group + AD,Exercise individual,Exercise individual + AD,Interpersonal psychotherapy (IPT) individual,Interpersonal psychotherapy (IPT) individual + AD,Interpersonal psychotherapy (IPT) individual + placebo,Light therapy,Light therapy + AD,Mindfulness or meditation group,Mirtazapine,Music therapy group,No treatment,Peer support group,Peer support group + AD,Placebo,Problem solving group,Problem solving individual,Psychoeducation group,Psychoeducation group + AD,Relaxation individual + AD,Relaxation individual + placebo,SNRIs,SSRIs,Self-help,Self-help with support,Sham acupuncture,Short-term psychodynamic psychotherapies individual,Short-term psychodynamic psychotherapies individual + AD,TAU,TCAs,Trazodone,Waitlist,Yoga group,Yoga group + AD
Mirtazapine,0.106 (-0.893 to 0.653),-0.270 (-1.635 to 0.653),0.400 (-0.295 to 0.694),0.913 (0.223 to 2.214),0.954 (0.401 to 2.198),1.136 (0.556 to 2.457),0.274 (-1.006 to 0.905),0.137 (-0.883 to 0.654),0.068 (-1.386 to 0.661),0.229 (-0.506 to 0.653),-0.146 (-1.407 to 0.653),-0.090 (-1.586 to 0.654),0.314 (-0.551 to 0.669),0.576 (-0.618 to 1.724),0.749 (-0.703 to 2.498),0.172 (-0.926 to 0.657),-1.113 (-3.899 to 0.653),0.242 (-0.769 to 0.662),-0.077 (-1.577 to 0.654),0.397 (-0.416 to 0.794),0.296 (-0.701 to 0.689),0.419 (-0.536 to 1.009),0.184 (-1.178 to 0.711),0.034 (-1.286 to 0.655),-1.480 (-4.817 to 0.653),NA,0.254 (-1.385 to 1.191),0.586 (0.107 to 1.029),0.057 (-1.659 to 0.696),-0.004 (-1.782 to 0.670),0.607 (0.370 to 0.851),-0.852 (-3.244 to 0.653),0.163 (-0.895 to 0.655),-0.032 (-1.828 to 0.666),0.488 (-0.702 to 1.444),0.229 (-1.217 to 0.931),0.544 (-0.589 to 1.550),0.321 (-0.222 to 0.653),0.349 (-0.142 to 0.653),0.346 (-0.448 to 0.672),0.358 (-0.417 to 0.676),0.521 (-0.261 to 1.134),0.332 (-0.572 to 0.699),0.453 (-0.748 to 1.352),0.469 (-0.192 to 0.862),0.307 (-0.237 to 0.653),0.424 (-0.121 to 0.666),1.046 (0.559 to 1.966),0.220 (-1.041 to 0.707),-0.194 (-2.257 to 0.659)
Music therapy group,0.155 (-1.639 to 1.042),-0.222 (-2.387 to 0.660),0.449 (-1.019 to 1.608),0.961 (-0.240 to 2.876),1.002 (-0.101 to 2.900),1.185 (0.327 to 3.211),0.322 (-1.537 to 1.608),0.186 (-1.547 to 1.095),0.116 (-1.878 to 1.154),0.277 (-1.311 to 1.212),-0.097 (-2.122 to 0.670),-0.042 (-2.154 to 0.775),0.363 (-1.193 to 1.444),0.625 (-1.049 to 2.341),0.797 (-1.030 to 3.007),0.220 (-1.525 to 1.197),-1.064 (-4.379 to 0.653),0.291 (-1.374 to 1.325),-0.029 (-2.108 to 0.784),0.445 (-1.079 to 1.656),0.344 (-1.321 to 1.493),0.468 (-1.122 to 1.784),0.233 (-1.700 to 1.422),0.082 (-1.901 to 1.014),-1.432 (-5.130 to 0.653),0.351 (-1.191 to 1.385),NA,0.635 (-0.533 to 1.868),0.105 (-2.092 to 1.296),0.045 (-2.191 to 1.180),0.656 (-0.560 to 1.978),-0.804 (-3.736 to 0.653),0.211 (-1.532 to 1.176),0.016 (-2.174 to 1.024),0.537 (-1.154 to 2.103),0.277 (-1.692 to 1.593),0.592 (-1.067 to 2.230),0.370 (-1.140 to 1.409),0.398 (-1.077 to 1.458),0.394 (-1.122 to 1.492),0.407 (-1.093 to 1.521),0.569 (-0.887 to 1.951),0.380 (-1.208 to 1.529),0.502 (-1.215 to 2.015),0.518 (-0.881 to 1.754),0.356 (-1.165 to 1.378),0.472 (-0.958 to 1.644),1.094 (0.282 to 2.878),0.268 (-1.564 to 1.434),-0.146 (-2.658 to 0.862)
No treatment,-0.178 (-1.541 to 0.653),-0.554 (-2.301 to 0.653),0.117 (-0.903 to 0.653),0.629 (-0.356 to 1.661),0.670 (-0.162 to 1.634),0.852 (0.291 to 1.900),-0.010 (-1.628 to 0.660),-0.146 (-1.452 to 0.653),-0.216 (-1.971 to 0.654),-0.055 (-1.104 to 0.653),-0.430 (-2.034 to 0.653),-0.374 (-2.190 to 0.653),0.030 (-1.096 to 0.653),0.292 (-1.220 to 1.182),0.465 (-1.289 to 1.961),-0.112 (-1.472 to 0.653),-1.397 (-4.516 to 0.653),-0.042 (-1.312 to 0.653),-0.361 (-2.136 to 0.653),0.113 (-1.029 to 0.655),0.012 (-1.314 to 0.654),0.135 (-1.157 to 0.662),-0.100 (-1.795 to 0.656),-0.250 (-1.922 to 0.653),-1.764 (-5.293 to 0.653),0.018 (-1.029 to 0.653),-0.030 (-1.868 to 0.669),NA,-0.227 (-2.248 to 0.656),-0.288 (-2.358 to 0.655),0.324 (-0.365 to 0.655),-1.136 (-3.815 to 0.653),-0.121 (-1.477 to 0.653),-0.316 (-2.298 to 0.654),0.205 (-1.292 to 0.903),-0.055 (-1.836 to 0.662),0.260 (-1.209 to 1.026),0.037 (-0.947 to 0.653),0.065 (-0.875 to 0.653),0.062 (-1.006 to 0.653),0.074 (-0.975 to 0.653),0.237 (-0.879 to 0.673),0.048 (-1.164 to 0.654),0.169 (-1.339 to 0.813),0.185 (-0.781 to 0.655),0.023 (-0.966 to 0.653),0.140 (-0.825 to 0.653),0.762 (0.431 to 1.410),-0.064 (-1.632 to 0.655),-0.478 (-2.836 to 0.654)
Peer support group,0.352 (-1.129 to 1.326),-0.025 (-1.878 to 0.673),0.646 (-0.374 to 1.751),1.158 (0.229 to 3.174),1.199 (0.365 to 3.211),1.382 (0.551 to 3.486),0.519 (-1.023 to 1.882),0.383 (-1.053 to 1.369),0.313 (-1.287 to 1.328),0.474 (-0.798 to 1.486),0.100 (-1.605 to 0.789),0.155 (-1.656 to 1.058),0.560 (-0.727 to 1.749),0.822 (-0.520 to 2.594),0.994 (-0.521 to 3.286),0.417 (-1.051 to 1.509),-0.867 (-3.887 to 0.653),0.488 (-0.909 to 1.640),0.168 (-1.594 to 1.053),0.642 (-0.533 to 1.889),0.541 (-0.760 to 1.707),0.665 (-0.582 to 2.019),0.430 (-1.214 to 1.720),0.280 (-1.396 to 1.299),-1.234 (-4.731 to 0.653),0.548 (-0.683 to 1.659),0.499 (-1.296 to 2.092),0.832 (-0.129 to 2.248),NA,0.242 (-1.184 to 0.941),0.853 (-0.054 to 2.250),-0.606 (-3.257 to 0.654),0.409 (-1.049 to 1.469),0.213 (-1.764 to 1.414),0.734 (-0.597 to 2.317),0.474 (-1.212 to 1.896),0.790 (-0.565 to 2.499),0.567 (-0.626 to 1.681),0.595 (-0.566 to 1.734),0.591 (-0.640 to 1.785),0.604 (-0.612 to 1.811),0.767 (-0.389 to 2.238),0.577 (-0.717 to 1.815),0.699 (-0.654 to 2.233),0.715 (-0.384 to 2.023),0.553 (-0.652 to 1.653),0.670 (-0.448 to 1.925),1.291 (0.551 to 3.172),0.465 (-1.090 to 1.723),0.051 (-2.070 to 1.066)
Peer support group + AD,0.412 (-1.007 to 1.447),0.036 (-1.755 to 0.698),0.707 (-0.246 to 1.867),1.219 (0.368 to 3.293),1.260 (0.492 to 3.328),1.442 (0.554 to 3.604),0.580 (-0.898 to 1.997),0.444 (-0.919 to 1.481),0.374 (-1.161 to 1.447),0.535 (-0.672 to 1.602),0.160 (-1.476 to 0.903),0.216 (-1.521 to 1.170),0.620 (-0.592 to 1.861),0.882 (-0.386 to 2.710),1.055 (-0.400 to 3.406),0.478 (-0.932 to 1.636),-0.807 (-3.767 to 0.653),0.548 (-0.781 to 1.768),0.229 (-1.467 to 1.175),0.703 (-0.403 to 2.005),0.602 (-0.634 to 1.821),0.725 (-0.446 to 2.156),0.490 (-1.090 to 1.837),0.340 (-1.272 to 1.426),-1.174 (-4.618 to 0.653),0.608 (-0.554 to 1.782),0.560 (-1.180 to 2.191),0.892 (0.001 to 2.358),0.363 (-0.941 to 1.184),NA,0.914 (0.076 to 2.372),-0.546 (-3.132 to 0.654),0.469 (-0.924 to 1.588),0.274 (-1.632 to 1.524),0.795 (-0.470 to 2.433),0.535 (-1.081 to 2.016),0.850 (-0.439 to 2.628),0.627 (-0.503 to 1.796),0.655 (-0.440 to 1.852),0.652 (-0.511 to 1.911),0.664 (-0.478 to 1.923),0.827 (-0.268 to 2.359),0.638 (-0.595 to 1.925),0.759 (-0.518 to 2.350),0.775 (-0.245 to 2.139),0.613 (-0.525 to 1.771),0.730 (-0.324 to 2.034),1.352 (0.554 to 3.283),0.526 (-0.965 to 1.849),0.112 (-1.951 to 1.178)
Placebo,-0.199 (-1.455 to 0.653),-0.575 (-2.198 to 0.653),0.095 (-0.860 to 0.653),0.607 (-0.360 to 1.578),0.648 (-0.184 to 1.567),0.831 (0.293 to 1.815),-0.031 (-1.601 to 0.656),-0.168 (-1.452 to 0.653),-0.238 (-1.973 to 0.653),-0.077 (-1.046 to 0.653),-0.451 (-1.974 to 0.653),-0.395 (-2.170 to 0.653),0.009 (-1.121 to 0.653),0.271 (-1.202 to 1.091),0.443 (-1.297 to 1.879),-0.134 (-1.500 to 0.653),-1.418 (-4.487 to 0.653),-0.063 (-1.341 to 0.653),-0.383 (-2.161 to 0.653),0.091 (-0.988 to 0.653),-0.010 (-1.278 to 0.653),0.114 (-1.117 to 0.657),-0.121 (-1.761 to 0.654),-0.271 (-1.862 to 0.653),-1.785 (-5.405 to 0.653),-0.003 (-0.851 to 0.653),-0.051 (-1.978 to 0.672),0.281 (-0.454 to 0.654),-0.249 (-2.250 to 0.655),-0.309 (-2.372 to 0.654),NA,-1.157 (-3.831 to 0.653),-0.142 (-1.466 to 0.653),-0.337 (-2.416 to 0.654),0.183 (-1.289 to 0.814),-0.076 (-1.807 to 0.658),0.239 (-1.172 to 0.917),0.016 (-0.713 to 0.653),0.044 (-0.617 to 0.653),0.041 (-1.012 to 0.653),0.053 (-0.980 to 0.653),0.216 (-0.840 to 0.660),0.027 (-1.145 to 0.653),0.148 (-1.341 to 0.727),0.164 (-0.757 to 0.653),0.002 (-0.737 to 0.653),0.119 (-0.675 to 0.653),0.741 (0.451 to 1.306),-0.086 (-1.622 to 0.654),-0.499 (-2.849 to 0.654)
Problem solving group,1.261 (0.556 to 2.885),0.884 (0.149 to 2.169),1.555 (0.559 to 3.473),2.067 (0.559 to 4.817),2.108 (0.559 to 4.791),2.291 (0.559 to 5.120),1.428 (0.555 to 3.538),1.292 (0.557 to 2.947),1.222 (0.540 to 3.078),1.383 (0.559 to 3.059),1.009 (0.430 to 2.400),1.064 (0.359 to 2.685),1.469 (0.559 to 3.323),1.730 (0.558 to 4.307),1.903 (0.557 to 5.024),1.326 (0.556 to 3.123),0.041 (-1.915 to 0.869),1.396 (0.557 to 3.256),1.077 (0.375 to 2.722),1.551 (0.559 to 3.534),1.450 (0.558 to 3.396),1.574 (0.559 to 3.698),1.339 (0.551 to 3.364),1.188 (0.543 to 2.923),-0.326 (-2.768 to 0.659),1.457 (0.559 to 3.244),1.408 (0.546 to 3.736),1.741 (0.559 to 3.815),1.211 (0.388 to 3.257),1.151 (0.255 to 3.132),1.762 (0.559 to 3.831),NA,1.317 (0.557 to 3.018),1.122 (0.212 to 3.061),1.643 (0.558 to 4.048),1.383 (0.550 to 3.552),1.698 (0.558 to 4.181),1.476 (0.559 to 3.262),1.504 (0.559 to 3.313),1.500 (0.559 to 3.299),1.513 (0.559 to 3.343),1.675 (0.559 to 3.819),1.486 (0.559 to 3.405),1.608 (0.557 to 3.956),1.624 (0.559 to 3.630),1.461 (0.559 to 3.231),1.578 (0.559 to 3.511),2.200 (0.559 to 4.598),1.374 (0.556 to 3.301),0.960 (-0.205 to 2.823)
Problem solving individual,0.246 (-0.813 to 0.669),-0.131 (-1.583 to 0.653),0.540 (-0.202 to 1.156),1.052 (0.409 to 2.587),1.093 (0.553 to 2.389),1.276 (0.558 to 2.857),0.413 (-0.865 to 1.307),0.277 (-0.754 to 0.680),0.207 (-1.216 to 0.829),0.368 (-0.439 to 0.705),-0.006 (-1.318 to 0.654),0.049 (-1.436 to 0.660),0.454 (-0.271 to 0.877),0.715 (-0.444 to 2.100),0.888 (-0.502 to 2.857),0.311 (-0.791 to 0.832),-0.974 (-3.744 to 0.653),0.381 (-0.647 to 0.959),0.062 (-1.423 to 0.662),0.536 (-0.307 to 1.241),0.435 (-0.577 to 1.110),0.559 (-0.399 to 1.435),0.324 (-1.032 to 1.118),0.173 (-1.169 to 0.683),-1.341 (-4.603 to 0.653),0.442 (-0.333 to 0.895),0.393 (-1.176 to 1.532),0.726 (0.221 to 1.477),0.196 (-1.469 to 1.049),0.136 (-1.588 to 0.924),0.747 (0.315 to 1.466),-0.713 (-3.018 to 0.653),NA,0.107 (-1.619 to 0.840),0.628 (-0.519 to 1.828),0.368 (-1.065 to 1.327),0.683 (-0.429 to 1.948),0.461 (-0.264 to 0.901),0.489 (-0.197 to 0.946),0.485 (-0.252 to 0.986),0.498 (-0.271 to 1.054),0.660 (-0.119 to 1.556),0.471 (-0.437 to 1.115),0.593 (-0.580 to 1.742),0.609 (-0.075 to 1.299),0.446 (-0.285 to 0.865),0.563 (-0.115 to 1.164),1.185 (0.559 to 2.350),0.359 (-0.865 to 1.082),-0.055 (-2.059 to 0.682)
Psychoeducation group,0.441 (-0.934 to 1.479),0.064 (-1.693 to 0.731),0.735 (-0.323 to 2.046),1.247 (0.424 to 3.352),1.288 (0.536 to 3.361),1.471 (0.555 to 3.670),0.608 (-0.851 to 2.079),0.472 (-0.862 to 1.533),0.402 (-1.214 to 1.615),0.563 (-0.610 to 1.648),0.189 (-1.430 to 0.971),0.244 (-1.470 to 1.237),0.649 (-0.504 to 1.885),0.911 (-0.399 to 2.818),1.083 (-0.387 to 3.504),0.506 (-0.836 to 1.650),-0.778 (-3.705 to 0.653),0.577 (-0.684 to 1.779),0.257 (-1.430 to 1.241),0.731 (-0.389 to 2.098),0.630 (-0.642 to 1.942),0.754 (-0.441 to 2.241),0.519 (-1.023 to 1.890),0.368 (-1.204 to 1.480),-1.146 (-4.469 to 0.653),0.637 (-0.488 to 1.828),0.588 (-1.024 to 2.174),0.921 (0.166 to 2.298),0.391 (-1.414 to 1.764),0.331 (-1.524 to 1.632),0.942 (0.143 to 2.416),-0.518 (-3.061 to 0.654),0.497 (-0.840 to 1.619),NA,0.823 (-0.486 to 2.568),0.563 (-1.019 to 2.061),0.878 (-0.384 to 2.681),0.656 (-0.436 to 1.848),0.684 (-0.377 to 1.897),0.680 (-0.430 to 1.943),0.693 (-0.404 to 1.954),0.855 (-0.199 to 2.402),0.666 (-0.524 to 1.975),0.788 (-0.550 to 2.491),0.804 (-0.198 to 2.190),0.642 (-0.465 to 1.818),0.758 (-0.262 to 2.088),1.380 (0.556 to 3.320),0.554 (-0.888 to 1.890),0.140 (-1.982 to 1.324)
Psychoeducation group + AD,-0.080 (-1.900 to 0.660),-0.456 (-2.657 to 0.653),0.214 (-1.167 to 0.819),0.726 (-0.539 to 2.247),0.767 (-0.419 to 2.262),0.950 (0.031 to 2.560),0.088 (-1.814 to 0.959),-0.049 (-1.821 to 0.662),-0.119 (-2.088 to 0.662),0.042 (-1.567 to 0.667),-0.332 (-2.382 to 0.654),-0.276 (-2.432 to 0.656),0.128 (-1.494 to 0.790),0.390 (-1.332 to 1.679),0.562 (-1.334 to 2.387),-0.015 (-1.830 to 0.672),-1.299 (-4.680 to 0.653),0.056 (-1.679 to 0.702),-0.264 (-2.388 to 0.656),0.210 (-1.292 to 0.922),0.109 (-1.375 to 0.675),0.233 (-1.335 to 1.054),-0.002 (-2.000 to 0.777),-0.152 (-2.161 to 0.661),-1.666 (-5.533 to 0.653),0.116 (-1.444 to 0.707),0.068 (-2.103 to 1.154),0.400 (-0.903 to 1.292),-0.130 (-2.317 to 0.678),-0.190 (-2.433 to 0.667),0.421 (-0.814 to 1.289),-1.038 (-4.048 to 0.653),-0.023 (-1.828 to 0.668),-0.218 (-2.568 to 0.668),NA,0.043 (-1.993 to 0.964),0.358 (-1.356 to 1.589),0.135 (-1.391 to 0.721),0.163 (-1.331 to 0.768),0.160 (-1.409 to 0.841),0.172 (-1.383 to 0.867),0.335 (-1.162 to 1.294),0.146 (-1.493 to 0.868),0.267 (-1.461 to 1.323),0.283 (-1.153 to 1.074),0.121 (-1.416 to 0.698),0.238 (-1.217 to 0.959),0.860 (0.015 to 2.212),0.033 (-1.867 to 0.796),-0.380 (-2.886 to 0.658)
Relaxation individual + AD,0.180 (-1.393 to 0.895),-0.197 (-2.140 to 0.656),0.474 (-0.788 to 1.470),0.986 (-0.059 to 2.784),1.027 (0.093 to 2.811),1.210 (0.520 to 3.095),0.347 (-1.083 to 1.265),0.211 (-1.344 to 0.979),0.141 (-1.684 to 1.047),0.302 (-1.084 to 1.079),-0.072 (-1.894 to 0.661),-0.017 (-1.940 to 0.689),0.388 (-0.998 to 1.346),0.649 (-0.731 to 2.114),0.822 (-0.748 to 2.844),0.245 (-1.341 to 1.106),-1.040 (-4.176 to 0.653),0.315 (-1.190 to 1.242),-0.004 (-1.927 to 0.702),0.470 (-0.852 to 1.523),0.369 (-1.094 to 1.370),0.493 (-0.901 to 1.661),0.258 (-1.482 to 1.309),0.107 (-1.662 to 0.881),-1.407 (-5.037 to 0.653),0.376 (-0.931 to 1.217),0.327 (-1.593 to 1.692),0.660 (-0.412 to 1.836),0.130 (-1.896 to 1.212),0.070 (-2.016 to 1.081),0.681 (-0.300 to 1.807),-0.779 (-3.552 to 0.653),0.236 (-1.327 to 1.065),0.041 (-2.061 to 1.019),0.562 (-0.964 to 1.993),NA,0.617 (-0.598 to 1.854),0.395 (-0.879 to 1.243),0.423 (-0.815 to 1.291),0.419 (-0.926 to 1.391),0.432 (-0.890 to 1.411),0.594 (-0.663 to 1.821),0.405 (-1.000 to 1.407),0.527 (-0.964 to 1.855),0.543 (-0.669 to 1.632),0.380 (-0.898 to 1.205),0.497 (-0.706 to 1.484),1.119 (0.501 to 2.762),0.293 (-1.366 to 1.328),-0.121 (-2.461 to 0.763)
Relaxation individual + placebo,-0.135 (-2.016 to 0.658),-0.512 (-2.764 to 0.653),0.159 (-1.400 to 0.835),0.671 (-0.686 to 2.157),0.712 (-0.538 to 2.180),0.895 (-0.100 to 2.466),0.032 (-1.699 to 0.680),-0.104 (-1.965 to 0.660),-0.174 (-2.304 to 0.664),-0.013 (-1.701 to 0.663),-0.388 (-2.511 to 0.654),-0.332 (-2.562 to 0.655),0.073 (-1.630 to 0.720),0.334 (-1.350 to 1.488),0.507 (-1.385 to 2.198),-0.070 (-1.958 to 0.665),-1.355 (-4.786 to 0.653),0.000 (-1.812 to 0.677),-0.319 (-2.542 to 0.656),0.155 (-1.475 to 0.886),0.054 (-1.718 to 0.726),0.178 (-1.517 to 1.027),-0.057 (-2.113 to 0.694),-0.208 (-2.289 to 0.658),-1.722 (-5.661 to 0.653),0.061 (-1.550 to 0.673),0.012 (-2.230 to 1.067),0.345 (-1.026 to 1.209),-0.185 (-2.499 to 0.674),-0.245 (-2.628 to 0.667),0.366 (-0.917 to 1.172),-1.094 (-4.181 to 0.653),-0.079 (-1.948 to 0.663),-0.274 (-2.681 to 0.664),0.247 (-1.589 to 1.356),-0.013 (-1.854 to 0.677),NA,0.080 (-1.501 to 0.676),0.108 (-1.436 to 0.686),0.104 (-1.546 to 0.758),0.117 (-1.510 to 0.779),0.279 (-1.291 to 1.194),0.090 (-1.609 to 0.784),0.212 (-1.578 to 1.210),0.228 (-1.289 to 0.999),0.065 (-1.516 to 0.671),0.182 (-1.326 to 0.849),0.804 (-0.114 to 2.136),-0.022 (-1.986 to 0.704),-0.436 (-3.103 to 0.658)
SNRIs,0.087 (-0.893 to 0.653),-0.289 (-1.633 to 0.653),0.382 (-0.295 to 0.668),0.894 (0.209 to 2.155),0.935 (0.383 to 2.143),1.117 (0.556 to 2.395),0.255 (-1.035 to 0.850),0.119 (-0.887 to 0.653),0.049 (-1.399 to 0.659),0.210 (-0.487 to 0.653),-0.165 (-1.411 to 0.653),-0.109 (-1.603 to 0.653),0.295 (-0.558 to 0.661),0.557 (-0.640 to 1.667),0.730 (-0.720 to 2.454),0.153 (-0.936 to 0.655),-1.132 (-3.919 to 0.653),0.223 (-0.777 to 0.658),-0.096 (-1.593 to 0.654),0.378 (-0.423 to 0.726),0.277 (-0.705 to 0.670),0.400 (-0.549 to 0.943),0.165 (-1.193 to 0.681),0.015 (-1.289 to 0.654),-1.499 (-4.840 to 0.653),0.283 (-0.298 to 0.653),0.235 (-1.409 to 1.140),0.567 (0.110 to 0.947),0.038 (-1.681 to 0.680),-0.023 (-1.796 to 0.666),0.589 (0.432 to 0.714),-0.871 (-3.262 to 0.653),0.144 (-0.901 to 0.654),-0.051 (-1.848 to 0.663),0.470 (-0.719 to 1.391),0.210 (-1.243 to 0.879),0.525 (-0.609 to 1.501),NA,0.330 (-0.081 to 0.653),0.327 (-0.451 to 0.662),0.339 (-0.418 to 0.663),0.502 (-0.272 to 1.069),0.313 (-0.581 to 0.673),0.434 (-0.772 to 1.300),0.450 (-0.191 to 0.784),0.288 (-0.197 to 0.653),0.405 (-0.112 to 0.657),1.027 (0.559 to 1.886),0.201 (-1.054 to 0.682),-0.213 (-2.282 to 0.657)
SSRIs,0.059 (-0.931 to 0.653),-0.317 (-1.668 to 0.653),0.354 (-0.338 to 0.660),0.866 (0.158 to 2.092),0.907 (0.335 to 2.079),1.089 (0.555 to 2.330),0.227 (-1.086 to 0.787),0.090 (-0.930 to 0.653),0.021 (-1.453 to 0.657),0.182 (-0.523 to 0.653),-0.193 (-1.450 to 0.653),-0.137 (-1.648 to 0.653),0.267 (-0.602 to 0.657),0.529 (-0.688 to 1.608),0.702 (-0.780 to 2.392),0.125 (-0.982 to 0.654),-1.160 (-3.971 to 0.653),0.195 (-0.824 to 0.656),-0.124 (-1.639 to 0.653),0.350 (-0.469 to 0.682),0.249 (-0.760 to 0.664),0.372 (-0.600 to 0.881),0.137 (-1.244 to 0.670),-0.013 (-1.347 to 0.654),-1.527 (-4.891 to 0.653),0.255 (-0.331 to 0.653),0.207 (-1.458 to 1.077),0.539 (0.071 to 0.875),0.010 (-1.734 to 0.672),-0.051 (-1.852 to 0.663),0.560 (0.416 to 0.657),-0.899 (-3.313 to 0.653),0.116 (-0.946 to 0.654),-0.079 (-1.897 to 0.660),0.442 (-0.768 to 1.331),0.182 (-1.291 to 0.815),0.497 (-0.660 to 1.436),0.274 (-0.195 to 0.653),NA,0.299 (-0.493 to 0.657),0.311 (-0.459 to 0.658),0.474 (-0.316 to 1.001),0.285 (-0.622 to 0.664),0.406 (-0.823 to 1.240),0.422 (-0.236 to 0.716),0.260 (-0.213 to 0.653),0.377 (-0.152 to 0.654),0.999 (0.559 to 1.814),0.173 (-1.103 to 0.670),-0.241 (-2.328 to 0.657)
Self-help,0.063 (-1.095 to 0.654),-0.314 (-1.883 to 0.653),0.357 (-0.480 to 0.705),0.869 (0.101 to 2.166),0.910 (0.398 to 2.043),1.093 (0.552 to 2.414),0.230 (-1.186 to 0.898),0.094 (-1.007 to 0.654),0.024 (-1.521 to 0.661),0.185 (-0.688 to 0.653),-0.189 (-1.608 to 0.653),-0.134 (-1.752 to 0.654),0.271 (-0.654 to 0.662),0.532 (-0.766 to 1.694),0.705 (-0.831 to 2.458),0.128 (-1.094 to 0.658),-1.156 (-4.066 to 0.653),0.199 (-0.949 to 0.664),-0.121 (-1.735 to 0.654),0.353 (-0.600 to 0.804),0.252 (-0.882 to 0.690),0.376 (-0.718 to 1.005),0.141 (-1.352 to 0.711),-0.010 (-1.485 to 0.656),-1.524 (-4.923 to 0.653),0.259 (-0.621 to 0.657),0.210 (-1.492 to 1.122),0.543 (-0.043 to 1.006),0.013 (-1.785 to 0.682),-0.047 (-1.911 to 0.667),0.564 (0.033 to 1.012),-0.896 (-3.299 to 0.653),0.119 (-0.986 to 0.654),-0.076 (-1.943 to 0.663),0.445 (-0.841 to 1.409),0.185 (-1.391 to 0.926),0.500 (-0.758 to 1.546),0.278 (-0.549 to 0.656),0.306 (-0.476 to 0.658),NA,0.315 (-0.506 to 0.663),0.477 (-0.409 to 1.114),0.288 (-0.725 to 0.687),0.410 (-0.901 to 1.325),0.426 (-0.362 to 0.855),0.264 (-0.565 to 0.655),0.380 (-0.409 to 0.726),1.002 (0.559 to 1.809),0.176 (-1.155 to 0.681),-0.238 (-2.386 to 0.658)
Self-help with support,0.050 (-1.122 to 0.653),-0.326 (-1.902 to 0.653),0.344 (-0.495 to 0.685),0.856 (0.095 to 2.126),0.898 (0.275 to 2.107),1.080 (0.552 to 2.376),0.218 (-1.208 to 0.868),0.081 (-1.035 to 0.653),0.011 (-1.550 to 0.660),0.173 (-0.692 to 0.653),-0.202 (-1.627 to 0.653),-0.146 (-1.770 to 0.654),0.258 (-0.712 to 0.663),0.520 (-0.788 to 1.664),0.692 (-0.854 to 2.425),0.115 (-1.119 to 0.657),-1.169 (-4.091 to 0.653),0.186 (-0.970 to 0.662),-0.134 (-1.754 to 0.654),0.340 (-0.617 to 0.771),0.239 (-0.898 to 0.682),0.363 (-0.729 to 0.971),0.128 (-1.382 to 0.692),-0.022 (-1.506 to 0.655),-1.536 (-4.947 to 0.653),0.246 (-0.643 to 0.656),0.198 (-1.521 to 1.093),0.530 (-0.060 to 0.975),0.000 (-1.811 to 0.679),-0.060 (-1.923 to 0.666),0.551 (0.014 to 0.980),-0.908 (-3.343 to 0.653),0.107 (-1.054 to 0.655),-0.088 (-1.954 to 0.662),0.432 (-0.867 to 1.383),0.173 (-1.411 to 0.890),0.488 (-0.779 to 1.510),0.265 (-0.566 to 0.656),0.293 (-0.497 to 0.657),0.290 (-0.556 to 0.659),NA,0.465 (-0.440 to 1.091),0.276 (-0.699 to 0.669),0.397 (-0.917 to 1.298),0.413 (-0.384 to 0.829),0.251 (-0.586 to 0.655),0.368 (-0.430 to 0.696),0.990 (0.559 to 1.823),0.163 (-1.179 to 0.678),-0.250 (-2.403 to 0.657)
