studyid,class,n,mean_change,sd_change,source,pooled_sd_study,z_mean_change,z_sd_change,treatment_id
Nezu 1989,Waitlist,11,-2.54,6.73285229304787,baseline_followup,6.632681574210003,-0.3829521998879512,1,trt_048
Nierenberg 2007,Placebo,137,-5.97,6.79,change_from_baseline,6.783273675896804,-0.8801060203738157,1,trt_031
Nierenberg 2007,SNRIs,273,-7.61,6.94,change_from_baseline,6.783273675896804,-1.1218771884497047,1,trt_038
Nierenberg 2007,SSRIs,274,-7.22,6.62,change_from_baseline,6.783273675896804,-1.0643828253097067,1,trt_039
Noguera 1991,SSRIs,60,-18.09,4.74361676360981,baseline_followup,4.895906453354679,-3.6949235391547806,1,trt_039
Noguera 1991,TCAs,60,-17.94,5.04359990482988,baseline_followup,4.895906453354679,-3.6642856988632815,1,trt_046
Nyth 1992,Placebo,45,-6.7,8.4504437753292,baseline_followup,9.507746941752128,-0.704688507282178,1,trt_031
Nyth 1992,SSRIs,88,-13.1,10,baseline_followup,9.507746941752128,-1.3778237978203778,1,trt_039
Owens 2008,SNRIs,41,-17.3,8.99,change_from_baseline,8.794805644760658,-1.967070188788783,1,trt_038
Owens 2008,SSRIs,40,-16.7,8.59,change_from_baseline,8.794805644760658,-1.8988481013163394,1,trt_039
Ozdemir 2015,Light therapy + AD,25,-24.16,5.34422117805766,baseline_followup,5.796015872994141,-4.168380578902604,1,trt_024
Ozdemir 2015,SNRIs,25,-21.88,6.21505430386574,baseline_followup,5.796015872994141,-3.775006914999544,1,trt_038
PAR 01 001 (GSK & FDA),Placebo,21,-11.33,7.93,change_from_baseline,7.93,-1.42875157629256,1,trt_031
PAR 01 001 (GSK & FDA),SSRIs,22,-13.359999999999998,7.93,change_from_baseline,7.93,-1.6847414880201763,1,trt_039
Paslakis 2010,Mirtazapine,37,-13.1,4.4226688774992,baseline_followup,5.483021923334312,-2.38919343806557,1,trt_026
Paslakis 2010,SNRIs,33,-13.9,6.47147587494537,baseline_followup,5.483021923334312,-2.5350983808482006,1,trt_038
Perahia 2006,Placebo,99,-51.3,5.63294671249698,baseline_followup,6.897725572806019,-7.437234122831445,1,trt_031
Perahia 2006,SSRIs,97,-52.1,5.47726438379317,baseline_followup,6.897725572806019,-7.553214382056887,1,trt_039
Philipp 1999,Placebo,46,-12.1,7.4,change_from_baseline,7.330345130452155,-1.6506726197288393,1,trt_031
Philipp 1999,TCAs,105,-14.2,7.3,change_from_baseline,7.330345130452155,-1.937152991747894,1,trt_046
Preskorn 1991,SSRIs,29,-10.1,7.8,change_from_baseline,6.972631225505659,-1.4485206048262709,1,trt_039
Preskorn 1991,TCAs,31,-7.9,6.1,change_from_baseline,6.972631225505659,-1.1330012651611425,1,trt_046
Qu 2013,Acupuncture + AD,100,-29.8,8.5,change_from_baseline,7.551933668118356,-3.946009235463132,1,trt_002
Qu 2013,SSRIs,43,-11.3,4.6,change_from_baseline,7.551933668118356,-1.4963055154608522,1,trt_039
Quah-Smith 2005,Acupuncture,14,-16.1,4.07,change_from_baseline,6.018128169677567,-2.6752504343659718,1,trt_001
Quah-Smith 2005,Sham acupuncture,12,-6.8,7.71,change_from_baseline,6.018128169677567,-1.1299194381173048,1,trt_042
Quah-Smith 2013,Acupuncture,25,-11.74,5.67733211993098,baseline_followup,5.091981277786998,-2.3055858534307623,1,trt_001
Quah-Smith 2013,Sham acupuncture,22,-6.91,4.32711220099502,baseline_followup,5.091981277786998,-1.3570356258267946,1,trt_042
Quilty 2014,Any AD,50,-8.23,5.74185510092339,baseline_followup,5.7500842278571,-1.4312833819248414,1,trt_003
Quilty 2014,Cognitive and cognitive behavioural therapies individual,54,-8.77,5.7576818251793,baseline_followup,5.7500842278571,-1.525195049754661,1,trt_010
Rapaport 2009,Placebo,178,-8.85,8,change_from_baseline,8.009862974549575,-1.1048878149501264,1,trt_031
Rapaport 2009,SSRIs,173,-12.109999999999998,8.02,change_from_baseline,8.009862974549575,-1.5118860383102857,1,trt_039
Raskin 2007,Placebo,104,-41.519999999999996,6.08313408589087,baseline_followup,6.203920301194086,-6.692542454487774,1,trt_031
Raskin 2007,SNRIs,207,-44.09,6.26343998948569,baseline_followup,6.203920301194086,-7.106796647841185,1,trt_038
Ratti 2011_study 096,Placebo,123,-14.0073233346625,5.9,binary_response_converted,5.7120430580866515,-2.4522440031035933,1,trt_031
Ratti 2011_study 096,SSRIs,113,-14.0073233346625,5.5,binary_response_converted,5.7120430580866515,-2.4522440031035933,1,trt_039
Reimherr 1990,Placebo,141,-8.16,7.85,change_from_baseline,8.021815817471376,-1.0172260477768216,1,trt_031
Reimherr 1990,SSRIs,142,-11.66,8.24,change_from_baseline,8.021815817471376,-1.453536239837958,1,trt_039
Reimherr 1990,TCAs,144,-12.64,7.97,change_from_baseline,8.021815817471376,-1.5757030936150764,1,trt_046
Richou 1995,Mirtazapine,87,-14.0073233346625,5.7,binary_response_converted,5.552026656996524,-2.52292076389994,1,trt_026
Richou 1995,TCAs,87,-14.0073233346625,5.4,binary_response_converted,5.552026656996524,-2.52292076389994,1,trt_046
Rickels 1992,Placebo,56,-14.0073233346625,5.46,binary_response_converted,5.5852520414903815,-2.5079124864210702,1,trt_031
Rickels 1992,SSRIs,55,-14.0073233346625,5.71,binary_response_converted,5.5852520414903815,-2.5079124864210702,1,trt_039
Rickels 1994,Placebo,95,-14.0073233346625,2.14,binary_response_converted,2.077071092746785,-6.743786182175771,1,trt_031
Rickels 1994,TCAs,92,-14.0073233346625,2.01,binary_response_converted,2.077071092746785,-6.743786182175771,1,trt_046
Rickhi 2011,Self-help,39,-8.5,4.52118347338393,baseline_followup,4.715287798681036,-1.8026471263064,1,trt_040
Rickhi 2011,Waitlist,45,-2.3,4.87670995651782,baseline_followup,4.715287798681036,-0.48777510476526115,1,trt_048
Robinson 2014,Placebo,95,-7.15,7.51,change_from_baseline,7.415049368875243,-0.964255211841503,1,trt_031
Robinson 2014,SNRIs,201,-7.42,7.37,change_from_baseline,7.415049368875243,-1.0006676464145388,1,trt_038
Roose 2004,Placebo,90,-14.0073233346625,3.8999999999999995,binary_response_converted,4.097900767182439,-3.4181704561609982,1,trt_031
Roose 2004,SSRIs,84,-14.007323334662502,4.3,binary_response_converted,4.097900767182439,-3.4181704561609987,1,trt_039
Ropert 1989,SSRIs,54,-18.2,6.72011904656458,baseline_followup,6.85005586153299,-2.6569126395309395,1,trt_039
Ropert 1989,TCAs,46,-16.6,7,baseline_followup,6.85005586153299,-2.423337901989758,1,trt_046
Roy 2018,Exercise group,20,-4.3,4.88076838213001,baseline_followup,4.351132036608404,-0.9882485669986102,1,trt_016
Roy 2018,No treatment,20,-2.7,3.74737241277138,baseline_followup,4.351132036608404,-0.6205281699758716,1,trt_028
Rush 1977/Kovacs 1981,Cognitive and cognitive behavioural therapies individual,19,-22.95,7.252833928886,baseline_followup,9.33166940296075,-2.4593670230878977,1,trt_010
Rush 1977/Kovacs 1981,TCAs,22,-12.640000000000002,10.7995972147113,baseline_followup,9.33166940296075,-1.3545271970296746,1,trt_046
SER 315 (FDA),Placebo,73,-7.8,8,change_from_baseline,8.402399045642989,-0.9283063036674795,1,trt_031
SER 315 (FDA),SSRIs,76,-8.9,4.52,change_from_baseline,8.402399045642989,-1.0592212952103293,1,trt_039
SER 315 (FDA),TCAs,70,-11.6,11.49,change_from_baseline,8.402399045642989,-1.3805580926336873,1,trt_046
Sahranavard 2018,Cognitive and cognitive behavioural therapies group,10,-16.3,2.62615688792578,baseline_followup,2.9629489814484953,-5.501275959207177,1,trt_008
Sahranavard 2018,Cognitive and cognitive behavioural therapies individual,10,-17.7,2.45293701509028,baseline_followup,2.9629489814484953,-5.973778188832333,1,trt_010
Sahranavard 2018,Waitlist,10,-4.4,3.66382313983631,baseline_followup,2.9629489814484953,-1.4850070073933486,1,trt_048
Salminen 2008,SSRIs,25,-11.2,4.6,change_from_baseline,5.614631032637234,-1.994788247864486,1,trt_039
Salminen 2008,Short-term psychodynamic psychotherapies individual,26,-11,6.44,change_from_baseline,5.614631032637234,-1.9591670291526204,1,trt_043
Saloheimo 2016,Any AD,34,-11.1,6.4,change_from_baseline,6.373071603761146,-1.7417033245710276,1,trt_003
Saloheimo 2016,Interpersonal psychotherapy (IPT) individual + AD,38,-9.1,6.4,change_from_baseline,6.373071603761146,-1.4278829057294011,1,trt_021
Saloheimo 2016,Psychoeducation group + AD,27,-8.3,6.300000000000001,change_from_baseline,6.373071603761146,-1.3023547381927505,1,trt_035
Samuelian 1998,SNRIs,52,-15.2,11.1432715124419,baseline_followup,11.15902661525634,-1.3621259742511,1,trt_038
Samuelian 1998,TCAs,46,-16.3,11.1768555506457,baseline_followup,11.15902661525634,-1.46070088028243,1,trt_046
Sauer 2003,SNRIs,76,-10.5,5.8,change_from_baseline,6.152364853338153,-1.7066608125984115,1,trt_038
Sauer 2003,TCAs,75,-10.37,6.49,change_from_baseline,6.152364853338153,-1.685530726347193,1,trt_046
Schatzberg 2002,Mirtazapine,128,-14.0073233346625,3.5,binary_response_converted,3.5,-4.002092381332143,1,trt_026
Schatzberg 2002,SSRIs,126,-14.0073233346625,3.5,binary_response_converted,3.5,-4.002092381332143,1,trt_039
Schmidt 1983,Cognitive and cognitive behavioural therapies group,22,-24.4,10.56882207249228,baseline_followup,8.860424108620048,-2.7538185193936653,1,trt_008
Schmidt 1983,Self-help,12,-15.300000000000002,7.15821206726931,baseline_followup,8.860424108620048,-1.7267796453575037,1,trt_040
Schmidt 1983,Self-help with support,12,-16.4,7.13932769944061,baseline_followup,8.860424108620048,-1.8509272015596767,1,trt_041
Schmidt 1983,Waitlist,10,-4.3,8.24863625092051,baseline_followup,8.860424108620048,-0.4853040833357689,1,trt_048
Schweizer 1994,Placebo,78,-10.2,9.6,change_from_baseline,9.434369789940042,-1.0811532966278634,1,trt_031
Schweizer 1994,SNRIs,64,-15.6,9.8,change_from_baseline,9.434369789940042,-1.6535285713132029,1,trt_038
Schweizer 1994,TCAs,71,-13.1,8.9,change_from_baseline,9.434369789940042,-1.3885400182181382,1,trt_046
Scott 1992,Cognitive and cognitive behavioural therapies individual,29,-11.6,5.78186821018951,baseline_followup,6.746073389227211,-1.7195187971900827,1,trt_010
Scott 1992,TAU,29,-11.3,6.7014923711066,baseline_followup,6.746073389227211,-1.6750484834696497,1,trt_045
Scott 1992,TCAs,26,-10.2,7.7272245987806,baseline_followup,6.746073389227211,-1.511990666494728,1,trt_046
Serrano-Blanco 2006,SSRIs,49,-12.7,8.68504461704141,baseline_followup,8.712809161129428,-1.4576240297628322,1,trt_039
Serrano-Blanco 2006,TCAs,45,-12.9,8.74299719775776,baseline_followup,8.712809161129428,-1.4805787388929557,1,trt_046
Sharma 2005,Any AD,15,-7.94,4.12712975323045,baseline_followup,4.2451796192858575,-1.870356666165212,1,trt_003
Sharma 2005,Yoga group + AD,15,-13,4.36003440353399,baseline_followup,4.2451796192858575,-3.0622968085828406,1,trt_050
Sheehan 2009a,Placebo,204,-9.3,7.9,change_from_baseline,8.050654914629956,-1.1551855220001652,1,trt_031
Sheehan 2009a,Trazodone,202,-11.4,8.2,change_from_baseline,8.050654914629956,-1.416033865677622,1,trt_047
Sheehan 2009b,Placebo,95,-11.019999999999998,8.01588423070094,baseline_followup,8.094597352166835,-1.361401873442175,1,trt_031
Sheehan 2009b,SNRIs,95,-14.3,8.54921633835523,baseline_followup,8.094597352166835,-1.7666104165356722,1,trt_038
Sheehan 2009b,SSRIs,99,-11.42,7.71239910793004,baseline_followup,8.094597352166835,-1.410817549429187,1,trt_039
Shelton 2006,SNRIs,78,-12.7,5.550675634551169,baseline_followup,5.550675634551169,-2.2880097552353065,1,trt_038
Shelton 2006,SSRIs,82,-11.3,5.55067563455117,baseline_followup,5.550675634551169,-2.035788207414092,1,trt_039
Silverstone 1994,Placebo,69,-10.6,4.34,change_from_baseline,4.296250594754958,-2.4672676246913814,1,trt_031
Silverstone 1994,TCAs,66,-11.8,4.25,change_from_baseline,4.296250594754958,-2.7465809406941797,1,trt_046
Singh 2005,Exercise group,35,-16.6,7.754998388136518,baseline_followup,6.996345199734368,-2.37266737505037,1,trt_016
Singh 2005,TAU,19,-5.3,5.27351874937408,baseline_followup,6.996345199734368,-0.7575383787811422,1,trt_045
Sir 2005,SNRIs,79,-14.3,8.35,change_from_baseline,8.39512060663812,-1.7033704064588213,1,trt_038
Sir 2005,SSRIs,79,-15.900000000000002,8.44,change_from_baseline,8.39512060663812,-1.8939573050835847,1,trt_039
Smeraldi 1998b,SNRIs,55,-15.1,9.267685795278128,baseline_followup,10.288040263096246,-1.4677236493877763,1,trt_038
Smeraldi 1998b,TCAs,58,-15.9,10.4732993846256,baseline_followup,10.288040263096246,-1.5454838427328241,1,trt_046
Smeraldi 1998b,Trazodone,57,-10.1,11.0077245605075,baseline_followup,10.288040263096246,-0.9817224409812279,1,trt_047
Sneed 2014,SSRIs,58,-11.68,6.46177230187738,baseline_followup,6.802054212665902,-1.7171283313577568,1,trt_039
Sneed 2014,TCAs,52,-13.360000000000001,7.16326564571663,baseline_followup,6.802054212665902,-1.9641125434023659,1,trt_046
Solati 2016,Any AD,20,-5.56,4.21231527784899,baseline_followup,3.861120303746052,-1.4399965716182679,1,trt_003
Solati 2016,Cognitive and cognitive behavioural therapies group + AD,20,-8.72000000000001,3.4746078915469,baseline_followup,3.861120303746052,-2.258411889300595,1,trt_009
Spring 1992,Placebo,15,-11.7,9,change_from_baseline,7.961865632364445,-1.4695048296771414,1,trt_031
Spring 1992,TCAs,10,-16.7,6,change_from_baseline,7.961865632364445,-2.0974983466331847,1,trt_046
Sramek 1995,Placebo,70,-6.4,6.7,change_from_baseline,6.500219776504264,-0.9845820941521826,1,trt_031
Sramek 1995,SSRIs,72,-8.6,6.3,change_from_baseline,6.500219776504264,-1.3230321890169952,1,trt_039
Staner 1995,SSRIs,21,-8.2,9.78723658649366,baseline_followup,8.519914751241418,-0.9624509445713874,1,trt_039
Staner 1995,TCAs,19,-13.3,6.84178339323893,baseline_followup,8.519914751241418,-1.561048483268226,1,trt_046
Stark 1985,Placebo,169,-8.2,9,change_from_baseline,9.768560596085944,-0.839427663814213,1,trt_031
Stark 1985,SSRIs,185,-11,10.1,change_from_baseline,9.768560596085944,-1.1260615002385783,1,trt_039
Stark 1985,TCAs,185,-12,10.1,change_from_baseline,9.768560596085944,-1.2284307275329946,1,trt_046
Study 62b (FDA),Placebo,48,-5.69,8.65,change_from_baseline,11.759745258150168,-0.4838540185261674,1,trt_031
Study 62b (FDA),SSRIs,200,-16.98,12.380702726420662,change_from_baseline,11.759745258150168,-1.443908828571937,1,trt_039
Study 89306 (FDA),Placebo,88,-15.95,13.22,change_from_baseline,17.133617157517236,-0.9309184309048288,1,trt_031
Study 89306 (FDA),SSRIs,185,-33.98,18.70104275167564,change_from_baseline,17.133617157517236,-1.983235628974676,1,trt_039
Study F1J-MC-HMAQ - Study Group B,Placebo,72,-7.1,6.96,change_from_baseline,6.878764346194837,-1.0321621213739565,1,trt_031
Study F1J-MC-HMAQ - Study Group B,SNRIs,81,-8,6.75,change_from_baseline,6.878764346194837,-1.162999573379106,1,trt_038
Study F1J-MC-HMAQ - Study Group B,SSRIs,37,-7.63,7,change_from_baseline,6.878764346194837,-1.1092108431103223,1,trt_039
Suleman 1997,SSRIs,15,-18.2,2.36431808350738,baseline_followup,2.7838821814150125,-6.5376329937746025,1,trt_039
Suleman 1997,TCAs,15,-15.9,3.14801524773944,baseline_followup,2.7838821814150125,-5.711448604451439,1,trt_046
Sun 2013,Acupuncture,36,-27.220000000000002,4.19232632317667,baseline_followup,4.11904464816289,-6.608328465713579,1,trt_001
Sun 2013,SSRIs,25,-11.2,4.00977555481601,baseline_followup,4.11904464816289,-2.7190771056573135,1,trt_039
Thase 2018,Cognitive and cognitive behavioural therapies individual,77,-10.4,5.49454274712646,baseline_followup,5.205766033928148,-1.9977847510277764,1,trt_010
Thase 2018,Self-help with support,77,-10.9,4.9,baseline_followup,5.205766033928148,-2.0938320948271887,1,trt_041
Tollefson 1993/1995,Placebo,329,-6.3999999999999995,7.1,change_from_baseline,7.35310250070752,-0.8703809037592211,1,trt_031
Tollefson 1993/1995,SSRIs,326,-8.1,7.6,change_from_baseline,7.35310250070752,-1.1015758313202642,1,trt_039
Tollefson 1994,SSRIs,62,-10,6.7,change_from_baseline,7.367886399775719,-1.357241338615699,1,trt_039
Tollefson 1994,TCAs,60,-9.1,8,change_from_baseline,7.367886399775719,-1.2350896181402862,1,trt_046
Tong 2020,Any AD,45,-16.66,4.41674087987964,baseline_followup,4.475004482263573,-3.722901298988854,1,trt_003
Tong 2020,Cognitive and cognitive behavioural therapies group + AD,43,-19.04,4.53523979520378,baseline_followup,4.475004482263573,-4.254744341701547,1,trt_009
Tsutsui 2000,SSRIs,106,-12.1,9.2,change_from_baseline,9.2,-1.315217391304348,1,trt_039
Tsutsui 2000,Trazodone,105,-9.7,9.2,change_from_baseline,9.2,-1.0543478260869565,1,trt_047
Tzanakaki 2000,SNRIs,55,-14.0073233346625,5.6,binary_response_converted,5.6,-2.5013077383325895,1,trt_038
Tzanakaki 2000,SSRIs,54,-14.0073233346625,5.6,binary_response_converted,5.6,-2.5013077383325895,1,trt_039
Umadevi 2013,Waitlist,23,-2.31,5.08008858190485,baseline_followup,4.682670959727278,-0.4933082037723479,1,trt_048
Umadevi 2013,Yoga group,20,-10.55,4.1755119446602,baseline_followup,4.682670959727278,-2.2529876838953555,1,trt_049
VEN 600A-303 (FDA),Placebo,79,-9.89,8.45,change_from_baseline,8.45,-1.1704142011834322,1,trt_031
VEN 600A-303 (FDA),SNRIs,69,-10.14,8.45,change_from_baseline,8.45,-1.2000000000000002,1,trt_038
VEN 600A-313 (FDA),Placebo,75,-9.49,8.2,change_from_baseline,10.740260704470817,-0.8835912145083802,1,trt_031
VEN 600A-313 (FDA),SNRIs,149,-22.75,11.807192723081977,change_from_baseline,10.740260704470817,-2.1181981169721444,1,trt_038
VEN XR 367 (FDA),Placebo,81,-13.1,10.63,change_from_baseline,10.599760119562832,-1.235877024784999,1,trt_031
VEN XR 367 (FDA),SNRIs,75,-14.63,10.619999999999997,change_from_baseline,10.599760119562832,-1.3802199139392777,1,trt_038
VEN XR 367 (FDA),SSRIs,80,-11.26,10.55,change_from_baseline,10.599760119562832,-1.0622881907693962,1,trt_039
Valle-Cabrera 2018,Placebo,38,-14.0073233346625,2.8,binary_response_converted,2.558906016249913,-5.473949901134036,1,trt_031
Valle-Cabrera 2018,SSRIs,39,-14.0073233346625,2.3,binary_response_converted,2.558906016249913,-5.473949901134036,1,trt_039
Van Moffaert 1995b,Mirtazapine,100,-14.007323334662498,4.900000000000001,binary_response_converted,5.000999900019996,-2.8009045420309833,1,trt_026
Van Moffaert 1995b,Trazodone,100,-14.007323334662498,5.1,binary_response_converted,5.000999900019996,-2.8009045420309833,1,trt_047
Versiani 1989,Placebo,162,-14.007323334662498,5,binary_response_converted,5.050556136105273,-2.7734219672418527,1,trt_031
Versiani 1989,TCAs,164,-14.007323334662498,5.1000000000000005,binary_response_converted,5.050556136105273,-2.7734219672418527,1,trt_046
Versiani 1999,SSRIs,77,-16.6,7.3,change_from_baseline,7.40197411365514,-2.2426449681006546,1,trt_039
Versiani 1999,TCAs,79,-18.1,7.5,change_from_baseline,7.40197411365514,-2.445293609796497,1,trt_046
WELL AK1A4006,Placebo,148,-12.2,9.73,change_from_baseline,10.311860905892095,-1.1831036232295415,1,trt_031
WELL AK1A4006,SSRIs,146,-13.9,10.87,change_from_baseline,10.311860905892095,-1.3479623248271007,1,trt_039
Wade 2002,Placebo,189,-12,7.9265377057073305,baseline_followup,7.9076418735296805,-1.517519406154346,1,trt_031
Wade 2002,SSRIs,188,-14.900000000000002,7.888599368709249,baseline_followup,7.9076418735296805,-1.8842532626416464,1,trt_039
Wade 2007,SNRIs,146,-21.52,6.02433047028623,baseline_followup,5.995849585838852,-3.589149409422557,1,trt_038
Wade 2007,SSRIs,141,-23.61,5.96620819925158,baseline_followup,5.995849585838852,-3.937723864148075,1,trt_039
Wang 2013,Acupuncture,24,-10.949999999999998,6.08092920531065,baseline_followup,6.8463603469288685,-1.5993899597925685,1,trt_001
Wang 2013,SSRIs,24,-11.42,7.53442764913168,baseline_followup,6.8463603469288685,-1.6680395745051264,1,trt_039
Wang 2014a,Acupuncture + AD,45,-15.85,3.71140135258907,baseline_followup,3.142538897871856,-5.043692541318646,1,trt_002
Wang 2014a,SSRIs,26,-13.870000000000001,1.7359147444503098,baseline_followup,3.142538897871856,-4.413628741204393,1,trt_039
Ward 2000/King 2000,Cognitive and cognitive behavioural therapies individual,63,-13.3,9.82242332624694,baseline_followup,9.99614358630057,-1.3305131008949562,1,trt_010
Ward 2000/King 2000,Counselling individual,67,-12.5,8.97050723203543,baseline_followup,9.99614358630057,-1.2504822376832294,1,trt_013
Ward 2000/King 2000,TAU,67,-8.2,11.0729399890002,baseline_followup,9.99614358630057,-0.8203163479201985,1,trt_045
Wernicke 1987,Placebo,48,-5.7,8.6,change_from_baseline,14.211739080661204,-0.4010768821217907,1,trt_031
Wernicke 1987,SSRIs,297,-26.6,14.909728367747011,change_from_baseline,14.211739080661204,-1.8716921165683569,1,trt_039
Wernicke 1988,Placebo,77,-7,8.6,change_from_baseline,10.90845628879958,-0.6417039968512642,1,trt_031
Wernicke 1988,SSRIs,183,-21.2,11.73882447266335,change_from_baseline,10.90845628879958,-1.9434463904638288,1,trt_039
White 1984,Placebo,45,-17,8.8,change_from_baseline,8.523334377792686,-1.9945245893781938,1,trt_031
White 1984,TCAs,40,-11.7,8.2,change_from_baseline,8.523334377792686,-1.3727022173955803,1,trt_046
Wilson 1982,Behavioural therapies individual + AD,12,-13.660000000000002,8.63218975695043,baseline_followup,8.441709305584977,-1.6181556963780592,1,trt_007
Wilson 1982,Placebo,12,-10.33,9.63249188943339,baseline_followup,8.441709305584977,-1.2236858231028807,1,trt_031
Wilson 1982,Relaxation individual + AD,10,-14.6,5.5094555084872,baseline_followup,8.441709305584977,-1.729507552497779,1,trt_036
Wilson 1982,Relaxation individual + placebo,11,-9.27,9.00007222193244,baseline_followup,8.441709305584977,-1.0981188364146857,1,trt_037
Wilson 1982,TCAs,10,-11.2,8.43028469270167,baseline_followup,8.441709305584977,-1.3267455197243236,1,trt_046
Wright 2005,Cognitive and cognitive behavioural therapies individual,15,-8.3,6.6,change_from_baseline,6.150880695748645,-1.349400258362478,1,trt_010
Wright 2005,Self-help with support,15,-7.5,6.3,change_from_baseline,6.150880695748645,-1.2193375828576607,1,trt_041
Wright 2005,Waitlist,15,-1.9,5.5,change_from_baseline,6.150880695748645,-0.3088988543239407,1,trt_048
Zhang 2007a,Acupuncture + AD,22,-22,5.28488410468952,baseline_followup,5.227953710583134,-4.208147435480274,1,trt_002
Zhang 2007a,SSRIs,20,-18.6,5.16430053347014,baseline_followup,5.227953710583134,-3.557797377269687,1,trt_039
Zhang 2014,Placebo,180,-8.29,6.5,change_from_baseline,6.5,-1.2753846153846153,1,trt_031
Zhang 2014,Trazodone,183,-11.07,6.5,change_from_baseline,6.5,-1.7030769230769232,1,trt_047
Zhang 2019,Mirtazapine,79,-15.900000000000002,2.06639783197718,baseline_followup,2.1166010488516704,-7.5120439010584,1,trt_026
Zhang 2019,SSRIs,79,-14.8,2.16564078277077,baseline_followup,2.1166010488516704,-6.99234275067071,1,trt_039
Zhao 2006,SSRIs,58,-20.7,9.5,change_from_baseline,10.309442011796497,-2.007868124803863,1,trt_039
Zhao 2006,Trazodone,55,-15.4,11.1,change_from_baseline,10.309442011796497,-1.493776286085966,1,trt_047
Zhao 2019a,Acupuncture + AD,321,-30.38,7.465500653003792,baseline_followup,6.846585088087425,-4.437248585847426,1,trt_002
Zhao 2019a,SSRIs,156,-12.88,5.34680278297227,baseline_followup,6.846585088087425,-1.8812298151979872,1,trt_039
Zivkov 1995,Mirtazapine,113,-15.2,8.74814266001647,baseline_followup,8.705843538205345,-1.7459537301922823,1,trt_026
Zivkov 1995,TCAs,111,-15.6,8.66256313108309,baseline_followup,8.705843538205345,-1.791899880986816,1,trt_046
Zu 2014,Cognitive and cognitive behavioural therapies individual,12,-9.6,2.4,change_from_baseline,5.552026656996524,-1.7290983262665574,1,trt_010
Zu 2014,Cognitive and cognitive behavioural therapies individual + AD,43,-9.8,4.7,change_from_baseline,5.552026656996524,-1.7651212080637775,1,trt_011
Zu 2014,SSRIs,25,-6.9,6.799999999999999,change_from_baseline,5.552026656996524,-1.242789422004088,1,trt_039
Zu 2014,TAU,16,-7.8,7,change_from_baseline,5.552026656996524,-1.4048923900915777,1,trt_045
