treat;TE_base;lower_base;upper_base;TE_drop;lower_drop;upper_drop;removed_treatment;component_id;component_reference;delta_TE;abs_delta_TE;pct_shift_vs_base;estimable;ci_overlap
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9849;-4,2001;-1,7696;Mirtazapine;1;Placebo;0,0105;0,0105;0,0035;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9677;-1,6287;-0,3067;Mirtazapine;1;Placebo;0,0088;0,0088;0,0090;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3423;-2,6695;-0,0152;Mirtazapine;1;Placebo;0,0080;0,0080;0,0059;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4479;-1,6615;0,7658;Mirtazapine;1;Placebo;0,0105;0,0105;0,0230;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7799;-2,0113;0,4516;Mirtazapine;1;Placebo;0,0084;0,0084;0,0106;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1475;-1,3626;1,0676;Mirtazapine;1;Placebo;0,0083;0,0083;0,0534;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6391;-1,2094;-0,0688;Mirtazapine;1;Placebo;0,0106;0,0106;0,0164;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6186;-1,1788;-0,0583;Mirtazapine;1;Placebo;0,0104;0,0104;0,0165;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1425;-0,9191;0,6340;Mirtazapine;1;Placebo;0,0081;0,0081;0,0539;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7001;-1,3788;-0,0214;Mirtazapine;1;Placebo;0,0097;0,0097;0,0136;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,4901;-1,6825;0,7022;Mirtazapine;1;Placebo;0,0119;0,0119;0,0237;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7158;-0,8724;-0,5593;Mirtazapine;1;Placebo;-0,0045;0,0045;0,0063;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5153;-0,6292;-0,4014;Mirtazapine;1;Placebo;0,0065;0,0065;0,0125;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3360;-0,8906;0,2186;Mirtazapine;1;Placebo;0,0094;0,0094;0,0271;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6106;-0,7703;-0,4509;Mirtazapine;1;Placebo;0,0167;0,0167;0,0267;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,3677;-0,7362;0,0007;Mirtazapine;1;Placebo;0,0324;0,0324;0,0810;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6867;0,1825;1,1909;Mirtazapine;1;Placebo;0,0130;0,0130;0,0193;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8696;-1,8609;0,1217;Mirtazapine;1;Placebo;0,0149;0,0149;0,0168;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8451;-3,3227;-0,3676;Mirtazapine;1;Placebo;0,0128;0,0128;0,0069;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9163;-1,4419;-0,3906;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7488;-2,2550;-1,2426;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6661;-1,1825;-0,1496;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1486;-0,9207;1,2178;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5718;-0,4354;1,5789;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3156;-0,4066;1,0379;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7311;-1,8053;0,3431;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9528;-1,5432;-0,3624;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3304;-2,3521;-0,3087;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8540;-1,1770;-0,5311;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3372;-1,8771;-0,7973;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3101;-2,1924;-0,4278;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6775;-1,2871;-0,0679;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1937;-1,5170;1,1296;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1501;-1,6724;1,9726;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8993;-1,6153;-0,1832;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4467;-4,6928;-2,2006;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7556;-1,4550;-0,0562;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4503;-2,3661;-0,5345;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5561;-1,1991;0,0869;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8108;-1,5611;-0,0605;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5149;-1,3638;0,3340;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8700;-1,9121;0,1721;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2062;-2,0280;-0,3844;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2459;-6,0031;-2,4886;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6954;-0,9513;-0,4395;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1148;-0,5823;0,3527;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3571;-2,6719;-0,0423;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4781;-2,7913;-0,1649;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Music therapy group;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9953;-4,1991;-1,7915;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9765;-1,6284;-0,3247;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3504;-2,6595;-0,0412;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4584;-1,6559;0,7392;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7883;-2,0071;0,4306;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1558;-1,3582;1,0465;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6497;-1,2124;-0,0870;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6290;-1,1818;-0,0762;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1507;-0,9170;0,6157;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7098;-1,3789;-0,0406;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5020;-1,6798;0,6758;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7113;-0,8632;-0,5595;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5218;-0,6325;-0,4111;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3454;-0,8923;0,2016;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6273;-0,7817;-0,4729;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4002;-0,7486;-0,0517;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6737;0,1761;1,1713;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8845;-1,8640;0,0951;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8580;-3,3190;-0,3970;Music therapy group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9048;-1,4316;-0,3779;No treatment;1;Placebo;0,0115;0,0115;0,0126;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7505;-2,2574;-1,2436;No treatment;1;Placebo;-0,0017;0,0017;0,0010;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6470;-1,1666;-0,1275;No treatment;1;Placebo;0,0190;0,0190;0,0286;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1741;-0,8984;1,2466;No treatment;1;Placebo;0,0255;0,0255;0,1720;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,6749;-0,3427;1,6926;No treatment;1;Placebo;0,1032;0,1032;0,1804;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3410;-0,3845;1,0664;No treatment;1;Placebo;0,0253;0,0253;0,0802;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7257;-1,8009;0,3496;No treatment;1;Placebo;0,0055;0,0055;0,0075;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,8660;-1,4965;-0,2355;No treatment;1;Placebo;0,0868;0,0868;0,0911;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3114;-2,3355;-0,2872;No treatment;1;Placebo;0,0190;0,0190;0,0143;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8126;-1,1488;-0,4764;No treatment;1;Placebo;0,0414;0,0414;0,0485;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3196;-1,8613;-0,7779;No treatment;1;Placebo;0,0176;0,0176;0,0132;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,2906;-2,1749;-0,4063;No treatment;1;Placebo;0,0195;0,0195;0,0149;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,4091;-1,0883;0,2700;No treatment;1;Placebo;0,2684;0,2684;0,3961;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1832;-1,5081;1,1417;No treatment;1;Placebo;0,0105;0,0105;0,0541;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1606;-1,6641;1,9852;No treatment;1;Placebo;0,0105;0,0105;0,0698;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-1,0339;-1,8594;-0,2084;No treatment;1;Placebo;-0,1346;0,1346;0,1497;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4485;-4,6960;-2,2009;No treatment;1;Placebo;-0,0018;0,0018;0,0005;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7346;-1,5271;0,0579;No treatment;1;Placebo;0,0210;0,0210;0,0278;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,5775;-2,5338;-0,6213;No treatment;1;Placebo;-0,1272;0,1272;0,0877;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5365;-1,1818;0,1088;No treatment;1;Placebo;0,0196;0,0196;0,0352;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,7974;-1,5493;-0,0454;No treatment;1;Placebo;0,0135;0,0135;0,0166;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5023;-1,3527;0,3481;No treatment;1;Placebo;0,0126;0,0126;0,0244;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8708;-1,9141;0,1726;No treatment;1;Placebo;-0,0008;0,0008;0,0009;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2067;-2,0295;-0,3840;No treatment;1;Placebo;-0,0005;0,0005;0,0004;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6953;-0,9515;-0,4391;No treatment;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3381;-2,6555;-0,0207;No treatment;1;Placebo;0,0190;0,0190;0,0140;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4590;-2,7748;-0,1432;No treatment;1;Placebo;0,0190;0,0190;0,0129;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;No treatment;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9391;-4,1496;-1,7287;No treatment;1;Placebo;0,0562;0,0562;0,0188;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,8493;-1,5174;-0,1811;No treatment;1;Placebo;0,1273;0,1273;0,1303;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4421;-1,6419;0,7576;No treatment;1;Placebo;0,0162;0,0162;0,0354;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7853;-2,0053;0,4347;No treatment;1;Placebo;0,0030;0,0030;0,0038;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1529;-1,3563;1,0506;No treatment;1;Placebo;0,0030;0,0030;0,0190;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,5718;-1,1568;0,0131;No treatment;1;Placebo;0,0779;0,0779;0,1199;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6046;-1,1988;-0,0105;No treatment;1;Placebo;0,0243;0,0243;0,0387;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1311;-0,8995;0,6372;No treatment;1;Placebo;0,0195;0,0195;0,1295;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,6839;-1,3584;-0,0094;No treatment;1;Placebo;0,0259;0,0259;0,0365;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,4871;-1,6668;0,6926;No treatment;1;Placebo;0,0149;0,0149;0,0296;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7114;-0,8634;-0,5593;No treatment;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5236;-0,6345;-0,4126;No treatment;1;Placebo;-0,0018;0,0018;0,0034;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3089;-0,8616;0,2438;No treatment;1;Placebo;0,0364;0,0364;0,1055;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6238;-0,7786;-0,4691;No treatment;1;Placebo;0,0035;0,0035;0,0056;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4006;-0,7494;-0,0517;No treatment;1;Placebo;-0,0004;0,0004;0,0010;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,7301;0,2185;1,2418;No treatment;1;Placebo;0,0564;0,0564;0,0837;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8544;-1,8368;0,1281;No treatment;1;Placebo;0,0301;0,0301;0,0340;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8389;-3,3023;-0,3756;No treatment;1;Placebo;0,0190;0,0190;0,0103;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9163;-1,4419;-0,3906;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7488;-2,2550;-1,2426;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6661;-1,1825;-0,1496;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1486;-0,9207;1,2178;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5718;-0,4354;1,5789;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3156;-0,4066;1,0379;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7311;-1,8053;0,3431;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9528;-1,5432;-0,3624;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3304;-2,3521;-0,3087;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8540;-1,1770;-0,5311;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3372;-1,8771;-0,7973;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3101;-2,1924;-0,4278;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6775;-1,2871;-0,0679;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1937;-1,5170;1,1296;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1501;-1,6724;1,9726;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8993;-1,6153;-0,1832;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4467;-4,6928;-2,2006;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7556;-1,4550;-0,0562;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4503;-2,3661;-0,5345;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5561;-1,1991;0,0869;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8108;-1,5611;-0,0605;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5149;-1,3638;0,3340;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8700;-1,9121;0,1721;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2062;-2,0280;-0,3844;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2459;-6,0031;-2,4886;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6954;-0,9513;-0,4395;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7770;-2,2462;0,6922;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1148;-0,5823;0,3527;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4781;-2,7913;-0,1649;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Peer support group;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9953;-4,1991;-1,7915;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9765;-1,6284;-0,3247;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3504;-2,6595;-0,0412;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4584;-1,6559;0,7392;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7883;-2,0071;0,4306;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1558;-1,3582;1,0465;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6497;-1,2124;-0,0870;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6290;-1,1818;-0,0762;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1507;-0,9170;0,6157;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7098;-1,3789;-0,0406;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5020;-1,6798;0,6758;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7113;-0,8632;-0,5595;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5218;-0,6325;-0,4111;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3454;-0,8923;0,2016;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6273;-0,7817;-0,4729;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4002;-0,7486;-0,0517;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6737;0,1761;1,1713;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8845;-1,8640;0,0951;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8580;-3,3190;-0,3970;Peer support group;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9163;-1,4419;-0,3906;Peer support group + AD;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7488;-2,2550;-1,2426;Peer support group + AD;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6661;-1,1825;-0,1496;Peer support group + AD;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
