network_estimate_raw,direct_comparison_raw,contribution,estimate_norm,direct_norm,network_estimate,contribution_pct,rank
Cognitive and cognitive behavioural therapies individual + placebo:No treatment,SSRIs:TCAs,0.04098957793837315,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Notreatment,SSRIs:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:No treatment,4.098957793837322,8
Cognitive and cognitive behavioural therapies individual + placebo:No treatment,Counselling individual:No treatment,0.021574489285535497,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Notreatment,Counsellingindividual:Notreatment,Cognitive and cognitive behavioural therapies individual + placebo:No treatment,2.1574489285535536,9
Cognitive and cognitive behavioural therapies individual + placebo:No treatment,Exercise individual:No treatment,0.018163033719582215,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Notreatment,Exerciseindividual:Notreatment,Cognitive and cognitive behavioural therapies individual + placebo:No treatment,1.8163033719582249,10
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,Any AD:Peer support group,0.19204611640138156,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup,AnyAD:Peersupportgroup,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,19.204611640138246,1
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,Cognitive and cognitive behavioural therapies individual + AD:Cognitive and cognitive behavioural therapies individual + placebo,0.11897935976111594,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,11.897935976111652,2
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,Any AD:Cognitive and cognitive behavioural therapies individual,0.10909758351360868,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,10.90975835136092,3
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + placebo,0.07258964563410313,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,7.258964563410348,4
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,Cognitive and cognitive behavioural therapies individual + placebo:TCAs,0.046742851266503446,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,4.674285126650368,5
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,Any AD:Peer support group + AD,0.046265740260340894,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup,AnyAD:Peersupportgroup+AD,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,4.6265740260341115,6
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,Peer support group:Peer support group + AD,0.046265740260340894,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup,Peersupportgroup:Peersupportgroup+AD,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,4.6265740260341115,7
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,Any AD:Cognitive and cognitive behavioural therapies individual + AD,0.03904102352928914,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,3.904102352928933,8
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + AD,0.03422179741825681,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,3.4221797418256976,9
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,Any AD:TAU,0.02056615187419049,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup,AnyAD:TAU,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group,2.0566151874190592,10
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,Any AD:Peer support group + AD,0.19243168316601064,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup+AD,AnyAD:Peersupportgroup+AD,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,19.243168316601135,1
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,Cognitive and cognitive behavioural therapies individual + AD:Cognitive and cognitive behavioural therapies individual + placebo,0.11897935976111595,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,11.89793597611164,2
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,Any AD:Cognitive and cognitive behavioural therapies individual,0.10909758351360868,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup+AD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,10.909758351360908,3
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + placebo,0.07258964563410315,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,7.258964563410343,4
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,Cognitive and cognitive behavioural therapies individual + placebo:TCAs,0.04680711239394163,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,4.6807112393941805,5
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,Any AD:Peer support group,0.045944434623150066,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup+AD,AnyAD:Peersupportgroup,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,4.5944434623150245,6
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,Peer support group:Peer support group + AD,0.045944434623150066,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup+AD,Peersupportgroup:Peersupportgroup+AD,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,4.5944434623150245,7
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,Any AD:Cognitive and cognitive behavioural therapies individual + AD,0.03904102352928914,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup+AD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,3.9041023529289287,8
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + AD,0.034221797418256816,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,3.4221797418256945,9
Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,Any AD:TAU,0.020566151874190485,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Peersupportgroup+AD,AnyAD:TAU,Cognitive and cognitive behavioural therapies individual + placebo:Peer support group + AD,2.056615187419056,10
Cognitive and cognitive behavioural therapies individual + placebo:Placebo,Cognitive and cognitive behavioural therapies individual + AD:Cognitive and cognitive behavioural therapies individual + placebo,0.14304570349698317,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Placebo,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Placebo,14.304570349698352,1
Cognitive and cognitive behavioural therapies individual + placebo:Placebo,Placebo:SSRIs,0.14238564370156845,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Placebo,Placebo:SSRIs,Cognitive and cognitive behavioural therapies individual + placebo:Placebo,14.23856437015688,2
Cognitive and cognitive behavioural therapies individual + placebo:Placebo,Placebo:TCAs,0.11965334221209173,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Placebo,Placebo:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Placebo,11.9653342212092,3
Cognitive and cognitive behavioural therapies individual + placebo:Placebo,Cognitive and cognitive behavioural therapies individual + placebo:TCAs,0.10772328084685283,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Placebo,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Placebo,10.77232808468531,4
Cognitive and cognitive behavioural therapies individual + placebo:Placebo,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + placebo,0.06901634321440886,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Placebo,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Placebo,6.901634321440903,5
Cognitive and cognitive behavioural therapies individual + placebo:Placebo,Cognitive and cognitive behavioural therapies individual + AD:SSRIs,0.06622307665767514,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Placebo,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:SSRIs,Cognitive and cognitive behavioural therapies individual + placebo:Placebo,6.62230766576753,6
Cognitive and cognitive behavioural therapies individual + placebo:Placebo,SSRIs:TCAs,0.041203664711119095,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Placebo,SSRIs:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Placebo,4.120366471111919,7
Cognitive and cognitive behavioural therapies individual + placebo:Placebo,Cognitive and cognitive behavioural therapies individual + AD:TCAs,0.03348044867046277,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Placebo,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Placebo,3.3480448670462852,8
Cognitive and cognitive behavioural therapies individual + placebo:Placebo,Placebo:SNRIs,0.02913171878515902,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Placebo,Placebo:SNRIs,Cognitive and cognitive behavioural therapies individual + placebo:Placebo,2.913171878515909,9
Cognitive and cognitive behavioural therapies individual + placebo:Placebo,Cognitive and cognitive behavioural therapies individual:TCAs,0.028269494671988506,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Placebo,Cognitiveandcognitivebehaviouraltherapiesindividual:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Placebo,2.8269494671988578,10
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,Problem solving group:Waitlist,0.21791550513946328,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvinggroup,Problemsolvinggroup:Waitlist,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,21.791550513946863,1
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,Cognitive and cognitive behavioural therapies individual + AD:Cognitive and cognitive behavioural therapies individual + placebo,0.0972469621446996,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvinggroup,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,9.724696214470198,2
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + placebo,0.07261434101425682,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvinggroup,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,7.26143410142586,3
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,Cognitive and cognitive behavioural therapies individual:Waitlist,0.06873269173863837,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvinggroup,Cognitiveandcognitivebehaviouraltherapiesindividual:Waitlist,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,6.8732691738640055,4
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,Cognitive and cognitive behavioural therapies individual + placebo:TCAs,0.04805420198050669,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvinggroup,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,4.805420198050787,5
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,Self-help:Waitlist,0.03728906233638975,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvinggroup,Self-help:Waitlist,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,3.728906233639066,6
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,Self-help with support:Waitlist,0.035510316982302025,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvinggroup,Self-helpwithsupport:Waitlist,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,3.5510316982302896,7
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + AD,0.035327901798984325,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvinggroup,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,3.532790179898519,8
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,Cognitive and cognitive behavioural therapies individual + AD:SSRIs,0.028274501435588816,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvinggroup,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:SSRIs,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,2.8274501435589507,9
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,Cognitive and cognitive behavioural therapies individual:Self-help with support,0.023717139075006628,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvinggroup,Cognitiveandcognitivebehaviouraltherapiesindividual:Self-helpwithsupport,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving group,2.371713907500721,10
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,Cognitive and cognitive behavioural therapies individual + AD:Cognitive and cognitive behavioural therapies individual + placebo,0.11569737985867284,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvingindividual,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,11.569737985867304,1
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,Cognitive and cognitive behavioural therapies individual + placebo:TCAs,0.09897412508382075,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvingindividual,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,9.897412508382091,2
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,Problem solving individual:TCAs,0.0867859846395077,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvingindividual,Problemsolvingindividual:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,8.678598463950783,3
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,Counselling individual:Problem solving individual,0.08168680290563829,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvingindividual,Counsellingindividual:Problemsolvingindividual,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,8.168680290563843,4
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + placebo,0.07297564991596409,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvingindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,7.297564991596421,5
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,Problem solving individual:Waitlist,0.057028684113604323,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvingindividual,Problemsolvingindividual:Waitlist,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,5.702868411360442,6
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,Cognitive and cognitive behavioural therapies individual:Counselling individual,0.045795908730934476,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvingindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:Counsellingindividual,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,4.579590873093456,7
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,Placebo:Problem solving individual,0.04343948746494129,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvingindividual,Placebo:Problemsolvingindividual,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,4.343948746494136,8
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,Cognitive and cognitive behavioural therapies individual + AD:SSRIs,0.0393127609692,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvingindividual,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:SSRIs,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,3.9312760969200067,9
Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + AD,0.03352075397239722,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Problemsolvingindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitive and cognitive behavioural therapies individual + placebo:Problem solving individual,3.3520753972397275,10
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,No treatment:Psychoeducation group,0.23479200863962857,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup,Notreatment:Psychoeducationgroup,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,23.47920086396292,1
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,Cognitive and cognitive behavioural therapies individual + AD:Cognitive and cognitive behavioural therapies individual + placebo,0.11135980734013451,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,11.135980734013481,2
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,Cognitive and cognitive behavioural therapies individual:No treatment,0.09669120907362623,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup,Cognitiveandcognitivebehaviouraltherapiesindividual:Notreatment,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,9.66912090736265,3
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + placebo,0.07359135835909884,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,7.359135835909904,4
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,Cognitive and cognitive behavioural therapies individual + placebo:TCAs,0.04984084294039525,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,4.984084294039539,5
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,No treatment:SSRIs,0.04672955015706658,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup,Notreatment:SSRIs,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,4.67295501570667,6
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,Cognitive and cognitive behavioural therapies individual + AD:SSRIs,0.0375850657637749,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:SSRIs,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,3.7585065763775,7
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + AD,0.03715126870509434,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,3.715126870509444,8
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,SSRIs:TCAs,0.03074218345377994,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup,SSRIs:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,3.074218345378002,9
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,Counselling individual:No treatment,0.017521939732517585,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup,Counsellingindividual:Notreatment,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group,1.752193973251763,10
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,Any AD:Psychoeducation group + AD,0.15757155654051336,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup+AD,AnyAD:Psychoeducationgroup+AD,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,15.757155654051374,1
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,Cognitive and cognitive behavioural therapies individual + AD:Cognitive and cognitive behavioural therapies individual + placebo,0.12164417622970454,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,12.164417622970484,2
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,Any AD:Cognitive and cognitive behavioural therapies individual,0.08916322807053027,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup+AD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,8.91632280705305,3
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,Interpersonal psychotherapy (IPT) individual + AD:Psychoeducation group + AD,0.08607095851917675,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup+AD,Interpersonalpsychotherapy(IPT)individual+AD:Psychoeducationgroup+AD,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,8.607095851917697,4
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + placebo,0.07236158891689241,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,7.236158891689259,5
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,Cognitive and cognitive behavioural therapies individual + placebo:TCAs,0.04963674991309311,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,4.963674991309324,6
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,Interpersonal psychotherapy (IPT) individual + AD:SNRIs,0.03536180375567444,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup+AD,Interpersonalpsychotherapy(IPT)individual+AD:SNRIs,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,3.536180375567452,7
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,Any AD:Cognitive and cognitive behavioural therapies individual + AD,0.034085397647223355,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup+AD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,3.408539764722344,8
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + AD,0.03186140021537707,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,3.1861400215377147,9
Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,Cognitive and cognitive behavioural therapies individual + AD:SSRIs,0.028458730189770128,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Psychoeducationgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:SSRIs,Cognitive and cognitive behavioural therapies individual + placebo:Psychoeducation group + AD,2.84587301897702,10
Cognitive and cognitive behavioural therapies individual + placebo:Relaxation individual + AD,Relaxation individual + AD:TCAs,0.1293784672837542,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Relaxationindividual+AD,Relaxationindividual+AD:TCAs,Cognitive and cognitive behavioural therapies individual + placebo:Relaxation individual + AD,12.93784672837545,1
Cognitive and cognitive behavioural therapies individual + placebo:Relaxation individual + AD,Cognitive and cognitive behavioural therapies individual + AD:Cognitive and cognitive behavioural therapies individual + placebo,0.11568539564843064,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:Relaxationindividual+AD,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitive and cognitive behavioural therapies individual + placebo:Relaxation individual + AD,11.568539564843089,2
